0.0 2.02 0.0
0.0 3.45 0.0
0.0 4.67 0.0
0.0 8.30 0.0
0.0 9.57 0.0
0.0 11.30 0.0
0.0 11.96 0.28
0.0 13.02 0.28
0.0 15.14 0.28
0.0 16.25 0.28
1.92 3.30 0.0
1.92 5.60 0.0
1.92 7.49 0.0
1.92 8.30 0.0
1.92 9.57 0.0
1.92 11.30 0.0
1.92 11.96 0.0
2.22 11.96 0.86
2.22 13.07 0.86
2.22 15.77 0.86
2.22 16.28 0.86
2.22 16.39 0.0
0.68 0.0 0.0
1.92 0.0 0.0
2.70 0.0 0.0
5.88 0.0 0.0
6.16 0.0 1.0
7.97 0.0 1.0
9.78 0.0 1.0
10.35 0.0 0.0
2.90 3.30 0.0
4.22 3.30 0.0
4.22 2.82 0.0
4.95 2.02 0.0
7.19 2.02 0.07
7.94 2.02 0.07
8.44 2.02 0.24
9.17 2.02 0.24
10.93 2.02 0.0
0.0 2.02 2.30
0.0 3.45 2.07
0.0 4.67 2.07
0.0 8.30 2.30
0.0 9.57 2.30
0.0 11.30 2.65
0.0 11.96 2.65
0.0 13.02 2.65
0.0 15.14 2.65
0.0 16.25 2.65
1.92 3.30 2.30
1.92 5.60 2.30
1.92 7.49 2.30
1.92 8.30 2.30
1.92 9.57 2.30
1.92 11.30 2.65
1.92 11.96 2.65
2.22 11.96 2.65
2.22 13.07 2.65
2.22 15.77 2.65
2.22 16.28 2.65
2.22 16.39 2.65
0.68 0.0 2.07
1.92 0.0 2.07
2.70 0.0 2.30
5.88 0.0 2.30
6.16 0.0 1.91
7.97 0.0 1.91
9.78 0.0 1.91
10.35 0.0 2.07
2.90 3.30 2.12
4.22 3.30 2.30
4.22 2.82 2.30
4.95 2.02 2.30
7.19 2.02 1.42
7.94 2.02 1.42
8.44 2.02 1.42
9.17 2.02 1.42
10.93 2.02 2.07


